59,68,B
63,67,B
78,71,A
95,77,A
88,69,A
79,55,A
87,81,A
56,75,B
65,80,B
72,76,B
83,81,A
71,64,A
63,71,B
57,71,B
68,74,B
58,75,B
83,71,A
67,71,B
54,57,B
71,64,A
55,79,B
65,51,A
70,69,A
72,55,A
79,56,A
62,82,B
72,90,B
61,72,B
83,51,A
66,68,B
53,66,B
77,68,A
63,64,B
60,56,A
75,62,A
68,55,A
79,75,A
69,76,B
63,60,A
90,62,A
55,68,B
83,62,A
71,68,A
100,71,A
73,46,A
81,89,B
84,80,A
75,61,A
78,68,A
71,92,B
92,72,A
87,67,A
74,89,B
80,72,A
73,85,B
79,75,A
79,48,A
77,73,A
79,60,A
78,87,B
83,69,A
86,94,B
69,79,B
81,87,B
74,77,B
68,80,B
48,70,B
76,70,A
52,90,B
60,76,B
85,79,A
67,93,B
65,76,B
70,82,B
66,85,B
62,64,B
59,83,B
64,75,B
87,78,A
92,51,A
63,72,B
59,72,B
61,54,A
86,82,A
62,65,B
67,55,A
106,54,A
66,85,B
49,58,B
90,54,A
65,66,B
77,81,B
69,81,B
56,51,A
67,58,A
76,78,B
66,48,A
82,62,A
73,72,A
104,108,B
80,76,A
68,52,A
60,75,B
79,70,A
85,79,A
78,76,A
71,83,B
75,82,B
88,70,A
56,63,B
90,63,A
84,80,A
70,49,A
80,45,A
61,55,A
85,76,A
64,86,B
92,57,A
61,54,A
52,70,B
70,67,A
67,80,B
57,67,B
72,80,B
63,76,B
60,65,B
64,60,A
71,59,A
71,63,A
83,71,A
67,82,B
74,52,A
73,75,B
77,82,B
51,65,B
63,53,A
74,60,A
48,87,B
78,81,B
55,80,B
49,54,B
62,75,B
90,78,A
59,73,B
84,72,A
67,73,B
56,81,B
68,56,A
80,65,A
50,73,B
60,43,A
69,51,A
56,54,A
58,60,B
60,67,B
52,56,B
67,54,A
91,79,A
61,59,A
75,68,A
47,72,B
89,83,A
67,56,A
76,70,A
77,65,A
80,62,A
80,66,A
75,62,A
76,86,B
64,76,B
78,67,A
57,74,B
68,72,B
89,58,A
76,79,B
54,52,A
75,71,A
67,58,A
60,61,B
52,91,B
77,55,A
59,82,B
68,75,B
43,80,B
70,93,B
62,77,B
88,74,A
62,73,B
64,68,B
88,84,A
77,68,A
89,79,A
80,63,A
86,62,A
64,52,A
81,55,A
77,53,A
61,59,A
57,55,A
64,67,B
81,62,A
72,65,A
64,71,B
65,64,A
74,60,A
83,80,A
75,55,A
70,95,B
43,49,B
58,66,B
62,78,B
55,62,B
46,56,B
74,81,B
63,75,B
60,55,A
58,67,B
39,48,B
62,49,A
60,49,A
53,46,A
100,72,A
73,72,A
105,59,A
90,74,A
102,84,A
58,59,B
77,46,A
52,69,B
89,68,A
81,54,A
72,79,B
79,66,A
90,66,A
80,83,B
56,73,B
79,76,A
75,72,A
47,54,B
66,71,B
56,46,A
55,60,B
63,52,A
60,66,B
65,66,B
64,82,B
0,0,A
0,0,A
0,0,A
0,0,A
82,39,A
83,75,A
109,63,A
103,41,A
86,55,A
77,74,A
89,53,A
83,88,B
98,93,A
83,66,A
92,59,A
82,85,B
86,61,A
67,57,A
71,75,B
93,67,A
84,74,A
94,73,A
67,75,B
76,50,A
69,71,B
81,74,A
69,76,B
85,67,A
82,70,A
0,0,A
0,0,A
0,0,A
0,0,A
67,91,B
101,72,A
78,87,B
83,90,B
76,72,A
60,86,B
88,75,A
63,83,B
64,104,B
58,75,B
61,47,A
49,86,B
86,66,A
66,73,B
88,85,A
88,75,A
76,69,A
82,86,B
69,79,B
75,76,B
76,88,B
95,77,A
71,100,B
68,73,B
74,79,B
91,86,A
88,82,A
71,69,A
55,69,B
80,63,A
94,83,A
86,66,A
88,58,A
87,78,A
59,63,B
67,63,A
72,75,B
61,67,B
80,63,A
86,64,A
93,83,A
57,61,B
90,83,A
86,60,A
77,70,A
80,78,A
78,68,A
91,69,A
92,81,A
69,81,B
69,52,A
83,69,A
82,85,B
95,65,A
64,63,A
85,54,A
83,75,A
65,72,B
74,53,A
72,84,B
63,68,B
76,87,B
53,75,B
52,54,B
70,53,A
62,58,A
84,47,A
71,77,B
77,59,A
83,86,B
92,53,A
64,77,B
74,80,B
63,72,B
85,80,A
71,68,A
70,76,B
66,69,B
65,53,A
64,66,B
66,80,B
62,73,B
72,75,B
52,68,B
70,77,B
60,67,B
79,59,A
90,76,A
83,87,B
83,87,B
88,78,A
69,80,B
75,70,A
64,94,B
95,84,A
49,70,B
87,79,A
69,73,B
75,84,B
88,83,A
63,65,B
62,75,B
73,78,B
85,88,B
82,80,A
70,84,B
88,83,A
66,87,B
75,74,A
88,76,A
60,58,A
77,75,A
88,96,B
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
44,82,B
82,79,A
88,70,A
69,81,B
67,93,B
78,85,B
89,90,B
95,80,A
67,76,B
99,73,A
80,61,A
64,84,B
43,78,B
52,126,B
72,95,B
67,75,B
75,83,B
76,93,B
69,66,A
88,85,A
62,82,B
66,67,B
62,77,B
58,67,B
59,76,B
76,53,A
75,86,B
59,85,B
76,90,B
66,86,B
70,48,A
97,69,A
99,54,A
87,48,A
71,57,A
84,93,B
69,38,A
90,62,A
113,74,A
79,63,A
90,60,A
85,56,A
66,73,B
90,65,A
83,76,A
67,73,B
71,63,A
91,52,A
76,64,A
86,47,A
66,69,B
87,70,A
77,62,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
77,97,B
111,64,A
81,108,B
82,88,B
61,102,B
56,81,B
72,81,B
68,95,B
80,90,B
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
63,56,A
114,71,A
35,52,B
58,53,A
77,79,B
86,66,A
76,60,A
59,67,B
64,70,B
86,50,A
91,53,A
68,75,B
71,48,A
49,67,B
66,56,A
79,86,B
67,66,A
57,69,B
80,72,A
85,94,B
61,50,A
69,62,A
77,66,A
81,72,A
70,85,B
96,94,A
75,73,A
56,73,B
77,78,B
67,44,A
83,90,B
68,43,A
80,66,A
56,52,A
89,62,A
60,76,B
75,77,B
88,80,A
66,62,A
77,83,B
85,74,A
70,56,A
77,61,A
59,79,B
61,85,B
74,66,A
56,65,B
79,83,B
74,71,A
80,60,A
63,75,B
83,71,A
53,61,B
67,69,B
71,60,A
55,57,B
73,77,B
86,73,A
92,90,A
85,69,A
96,90,A
81,65,A
62,56,A
69,57,A
105,96,A
80,54,A
83,71,A
55,60,B
69,67,A
73,65,A
73,68,A
88,87,A
84,74,A
